date,title,body,url,image,source,symbol
2025-03-04 21:54:00+00:00,"Ethereum (ETH) crashes below $2,000 for the first time since 2023 bear market","Ethereum (ETH) dipped under $2,000 on a mix of bearish attitudes, whale selling and attacks against long positions.",https://www.msn.com/en-us/technology/cryptocurrencies/ethereum-eth-crashes-below-2-000-for-the-first-time-since-2023-bear-market/ar-AA1AfJzY,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AfH02.img?w=1280&h=720&m=4&q=100,Cryptopolitan,ETH
2025-03-04 22:29:00+00:00,Trump move divides crypto world,Welcome to The Hill's Technology newsletter {beacon} Technology Technology   The Big Story Trump divides crypto world with strategic reserve talk President Trump's plan for a,https://thehill.com/newsletters/technology/5176364-trump-move-divides-crypto-world/,https://thehill.com/wp-content/uploads/sites/2/2025/03/trumpdonald_022225gn23_w.jpg?w=1280,The Hill,
2025-03-05 00:00:00+00:00,"Ethereum Pectra upgrade live on testnet, but mainnet may face delays","Ethereum's Pectra upgrade was successfully deployed on the Sepolia testnet, but developers may delay the mainnet launch due to unresolved issues on Holesky. Ethereum's highly anticipated ...",https://cointelegraph.com/news/ethereum-pectra-upgrade-sepolia-testnet-mainnet-delay-possible,,CoinTelegraph,ETH
2025-03-05 04:59:00+00:00,"Mentor woman loses life savings in cryptocurrency scheme, U.S Attorney's Office says","The United States Attorney's Office for the Northern District of Ohio has filed a civil complaint in forfeiture against Tether cryptocurrency, valued at more than $8.2 million. USDT is a virtual",https://www.msn.com/en-us/money/personalfinance/mentor-woman-loses-life-savings-in-cryptocurrency-scheme-us-attorneys-office-says/ar-AA1AoPGH,,The News-Herald,
2025-03-05 07:52:00+00:00,Private Advisor Group LLC Makes New Investment in iShares Ethereum Trust ETF (NASDAQ:ETHA),"Private Advisor Group LLC acquired a new stake in iShares Ethereum Trust ETF (NASDAQ:ETHA - Free Report) during the fourth quarter, Holdings Channel.com reports. The firm acquired 15,810 shares of the company's stock,",https://www.etfdailynews.com/2025/03/05/private-advisor-group-llc-makes-new-investment-in-ishares-ethereum-trust-etf-nasdaqetha/,https://www.marketbeat.com/scripts/SECFilingChart.ashx?Prefix=NASDAQ&Symbol=ETHA,ETF Daily News,ETH
2025-03-05 09:10:00+00:00,Here's Why Bitcoin and Ethereum Are Soaring Today,"Founded in 1993, The Motley Fool is a financial services company dedicated to making the world smarter, happier, and richer. The Motley Fool reaches millions of people every month through our premium investing solutions, free guidance and market analysis on Fool.com, top-rated podcasts, and non-profit The Motley Fool Foundation.",https://www.msn.com/en-us/money/topstocks/2-clean-energy-dividend-stocks-to-buy-with-10000-and-hold-forever/ar-AA1AhDCt,https://g.foolcdn.com/editorial/images/809724/bitcoin-cryptocurrency-arrows.jpg,The Motley Fool,ETH
2025-03-05 11:00:00+00:00,Trump divides crypto world with plans for strategic reserve,President Trump's plan for a strategic crypto reserve has stirred mixed feelings within the cryptocurrency industry.  The digital assets space has largely welcomed Trump's mission to boost the,https://www.msn.com/en-us/money/markets/trump-divides-crypto-world-with-plans-for-strategic-reserve/ar-AA1AhWZK,https://thehill.com/wp-content/uploads/sites/2/2025/03/AP25052793188519-1-e1741086817987.jpg?w=1280,The Hill,
2025-03-05 11:32:00+00:00,"Unmasking Cryptocurrency Trading Schemes: The Rise of Lead Funnels, Redirects, and Fake Investment Schemes in the Digital Age.","Cryptocurrency trading has revolutionized the financial landscape, offering unprecedented opportunities for investors worldwide. However, this digital frontier has also become a fertile ground for sophisticated scams that exploit technological advancements and human psychology.",https://techbullion.com/unmasking-cryptocurrency-trading-schemes-the-rise-of-lead-funnels-redirects-and-fake-investment-schemes-in-the-digital-age/,https://techbullion.com/wp-content/uploads/2025/03/Cryptocurrency-Trading-Scams-1000x600.jpg,TechBullion,
2025-03-05 12:42:00+00:00,Trump's Crypto Advisers Weigh Paths to a National Stockpile,The president wants to build a federal cryptocurrency reserve. His subordinates are starting by counting up crypto the government already holds.,https://www.msn.com/en-us/money/markets/trump-s-crypto-advisers-weigh-paths-to-a-national-stockpile/ar-AA1AipAn,https://images.wsj.net/im-11117207/social,The Wall Street Journal,
2025-03-05 13:15:00+00:00,Risk vs Reward Strategies for Investing in Cryptocurrency,"If you're considering investing in cryptocurrency, approach it with a mindset that balances the thrill of potential rewards with a strong risk-management strategy.",https://www.msn.com/en-us/general/general/risk-vs-reward-strategies-for-investing-in-cryptocurrency/ar-AA1Aj6Lp,https://cdn.mos.cms.futurecdn.net/EMi2DpB5sR6qcYgs25ovcW-1280-80.jpg,Kiplinger,
2025-03-05 13:50:00+00:00,"New Cryptocurrency Releases, Listings, & Presales Today - EZ1 TOKEN, Rivalz Network, Industrial",Stay up to date with new crypto listings in the market with our insightful article. Discover new opportunities in the dynamic crypto world.,https://insidebitcoins.com/press-releases/new-cryptocurrency-releases-listings-presales-today-ez1-token-rivalz-network-industrial,https://insidebitcoins.com/wp-content/uploads/2025/03/Industrial-feature-image.png,InsideBitcoins,
2025-03-05 14:00:00+00:00,Ripple launches nonprofit National Cryptocurrency Association,The cryptocurrency platform Ripple is launching a nonprofit focused on educating Americans about the world of crypto. The National Cryptocurrency Association (NCA) aims to offer educational,https://www.msn.com/en-us/politics/government/ripple-launches-non-profit-national-cryptocurrency-association/ar-AA1AiYMX,https://thehill.com/wp-content/uploads/sites/2/2024/05/GettyImages-2149257430-e1716991576572.jpg?w=1280,The Hill,
2025-03-05 14:02:00+00:00,"Ethereum Pectra upgrade live on testnet, but mainnet may face delays","Ethereum's highly anticipated Pectra upgrade was successfully deployed on its final testnet, Sepolia, marking a major milestone in the lead-up to the mainnet activation. However, potential delays remain as developers continue to address outstanding issues from a previous testnet failure.",https://www.msn.com/en-us/technology/blockchain/ethereum-pectra-upgrade-live-on-testnet-but-mainnet-may-face-delays/ar-AA1AiLPT,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AiQJ4.img?w=840&h=560&m=4&q=79,Cointelegraph,ETH
2025-03-05 14:47:23+00:00,Trump's embrace of cryptocurrency sets stage for wider adoption,The Trump administration is closing investigations into cryptocurrency marketplaces as President Donald Trump seeks to grow the United States' footprint in the digital asset space.,https://www.msn.com/en-us/money/markets/president-donald-trump-s-embrace-of-cryptocurrency-sets-stage-for-wider-adoption/ar-AA1Aj1K9,https://cdnph.upi.com/sv/ph/og/upi/1081741183748/2025/1/0e8362f84ba9fd342a79033fc4e94ca2/v1.5/Trumps-embrace-of-cryptocurrency-sets-stage-for-wider-adoption.jpg, UPI News,
2025-03-05 17:12:00+00:00,"One in Ten People Worldwide Now Own Cryptocurrency, New Study Finds","New research suggests cryptocurrency adoption is soaring, with over 10% of the global population now owning digital assets.",https://cryptonews.com/news/every-tenth-person-in-the-world-owns-crypto-epoch-study/,https://cimg.co/wp-content/uploads/2025/03/05163738/1741192657-image-1741192635022_optimized.jpg,Crypto News,
2025-03-05 17:39:00+00:00,"FACT CHECK: No, Trump Did Not Make A Truth Social Post About Cardano Cryptocurrency","A viral image shared on X purports to show a TRUTH Social post from President Donald Trump about Cardano cryptocurrency. Verdict: False The image was shared by Cardano trading account @TapTools, who admitted it was a meme in a subsequent post.",https://www.aol.com/news/fact-check-no-trump-did-153912599.html,,AOL,
2025-03-05 17:41:00+00:00,National Cryptocurrency Association Launches with $50M Grant from Ripple,"The National Cryptocurrency Association (NCA) has launched to improve crypto literacy in the U.S., backed by a $50 million grant from Ripple.",https://cryptonews.com/news/national-cryptocurrency-association-launches-with-50m-grant-from-ripple/,https://cimg.co/wp-content/uploads/2025/03/05173710/1741196229-image-1741196196915_optimized.jpg,Crypto News,
2025-03-05 18:00:00+00:00,Introducing the National Cryptocurrency Association to Help Americans Make Sense of Crypto,"The National Cryptocurrency Association (NCA), a new non-profit organization dedicated to helping Americans better understand crypto, launches today w",https://www.businesswire.com/news/home/20250305669872/en/,,Business Wire,
2025-03-05 20:19:24+00:00,Ethereum (ETH) price pinned below $2.2K — Here's why,"Uniswap was among the weakest performers in Ethereum deposits, with total value locked (TVL) dropping 22.5% over 30 days. Other notable declines included Ether.fi (-18.8%), Lido (-17.3%), and Morpho (-17%).",https://www.msn.com/en-us/money/economy/ethereum-eth-price-pinned-below-2-2k-here-s-why/ar-AA1AkoVE,,Cointelegraph.com,ETH
2025-03-05 20:22:00+00:00,Solana (SOL) Blockchain Is Consistently Outperforming Ethereum (ETH) - Report,"Coin Metrics noted the Solana blockchain has emerged as a formidable player in the cryptocurrency landscape, characterized by its high throughput.",https://www.crowdfundinsider.com/2025/03/237006-solana-sol-blockchain-is-consistently-outperforming-ethereum-eth-report/,https://www.crowdfundinsider.com/wp-content/uploads/2016/04/Horse-Race-Color-Sketch.jpeg,Crowdfund Insider,ETH
2025-03-05 21:19:00+00:00,Ethereum price 'double top' hints at 42% drop as ETH bull market ends,"Crypto analysts are split on the future of Ethereum's price action. One group says another 42% sell-off is coming, while the other side suggests that the bottom is already in.",https://cointelegraph.com/news/ethereum-price-double-top-hints-at-42-drop-as-eth-bull-market-ends,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01956175-69e5-71aa-89b6-e643acc6b9db",Cointelegraph,ETH
2025-03-05 21:35:00+00:00,"NC lawmakers reverse themselves, move ahead with bill to invest State Pension Plan in cryptocurrency","Republican lawmakers who had expressed skepticism about investing the state pension plan in Bitcoin or other cryptocurrencies reversed their stance after facing pressure from their leader, House Speaker Destin Hall.",https://www.msn.com/en-us/politics/government/nc-lawmakers-reverse-themselves-move-ahead-with-bill-to-invest-state-pension-plan-in-cryptocurrency/ar-AA1Akz3p,https://images.wral.com/asset/news/local/2013/11/26/13159810/47590-NC_Seal-960x540.jpg,WRAL News,
2025-03-05 22:01:00+00:00,"US authorities begin releasing some seized cryptocurrency miners, industry executives say","U.S. authorities have in recent weeks begun releasing seized Chinese-made equipment used for cryptocurrency mining, two industry executives told Reuters. Cryptocurrency miners - basically souped-up computers with advanced chips - compete with one another to solve mathematical puzzles,",https://www.aol.com/news/us-authorities-begin-releasing-seized-200018549.html,https://media.zenfs.com/en/aol_reuters_29/523bdef883ea1e44bf483c7cb154e84a,AOL,
2025-03-05 23:29:00+00:00,Why Solana Is a Better Crypto Investment Than Ethereum in 2025,"Ethereum (CRYPTO: ETH) and Solana (CRYPTO: SOL) are two of the most successful cryptocurrencies, both ranking in the top 10 by market cap. They're also direct competitors. Each is a blockchain platform where developers can build decentralized apps (dApps) and launch crypto tokens.",https://www.msn.com/en-us/money/markets/why-solana-is-a-better-crypto-investment-than-ethereum-in-2025/ar-AA1AkxPc,,The Motley Fool,ETH
2025-03-06 00:29:00+00:00,"Ethereum (ETH) Recovers 6%, But Bears Still Hold Control","Ethereum surged 6% to $2,200 as indicators signal a potential trend shift. If momentum holds, ETH could aim for $3,000 soon.",https://beincrypto.com/ethereum-recovers-but-bears-still-hold-control/,,BeInCrypto,ETH
2025-03-06 03:11:00+00:00,"Bitcoin, Ethereum Rally as Markets Weigh Trade Tensions and China's Stimulus Push",Bitcoin extended gains late Wednesday as the Trump administration grants temporary tariff relief and Beijing ramps up economic support.,https://decrypt.co/308873/bitcoin-ethereum-rally-as-markets-weigh-trade-tensions-and-chinas-stimulus-push,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2021/10/bitcoin-ethereum-tokens-gID_7.png,Decrypt,ETH
2025-03-06 03:42:00+00:00,BioNexus Becomes First Nasdaq-Listed Firm to Approve Ethereum Treasury,"The tech firm will prioritize Ethereum over Bitcoin as a strategic asset, touting the asset's potential as a ""financial instrument.""",https://decrypt.co/308883/nasdaq-listed-bionexus-becomes-first-public-firm-to-approve-ethereum-treasury,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2024/06/Ethereum-Up_leksiv_shutterstock_1030451626-gID_7.jpg,Decrypt,ETH
2025-03-06 06:00:36+00:00,"Ethereum Pectra Upgrade, Explained: Key EIPs & Why It Matters","The Pectra upgrade will improve Ethereum's transaction throughput, reduce fees, and support the growth of layer-2 solutions. Pectra introduces changes to the staking model, including",https://www.msn.com/en-us/money/markets/ethereum-pectra-upgrade-explained-key-eips-why-it-matters/ar-AA1AlDv8,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AlMf7.img?w=1921&h=1081&m=4&q=100,CCN,ETH
2025-03-06 07:49:11+00:00,"Crypto market update: Bitcoin, Ethereum, Solana, XRP rise ahead of Trump's crypto summit",The cryptocurrency market surged 4% as President Donald Trump's US crypto reserve plan boosted investor confidence.,https://www.msn.com/en-us/money/markets/crypto-market-update-bitcoin-ethereum-solana-xrp-rise-ahead-of-trump-s-crypto-summit/ar-AA1AmnaU,https://ik.imagekit.io/invezz/uploads/2025/01/kanchanara-fsSGgTBoX9Y-unsplash-1024x681.jpg,invezz,ETH
2025-03-06 08:46:00+00:00,"BioNexus Stock Pops As It Embraces Ethereum-Focused Treasury Strategy, Says It Is First On Nasdaq To Do So","Medical technology company BioNexus Gene Lab Corp. (NASDAQ:BGLC) announced the adoption of Ethereum (CRYPTO: ETH) as a treasury reserve asset on Wednesday, following the cryptocurrency's inclusion in the U.",https://www.msn.com/en-us/news/news/content/ar-AA1Amfye,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1Amdoa.img?w=1024&h=576&m=4&q=70,Benzinga,ETH
2025-03-06 09:22:00+00:00,Franklin Templeton: Solana's DeFi Boom Is the Biggest Threat to Ethereum's Reign Yet,"Ethereum's dominance in DeFi faces growing pressure from Solana's expanding ecosystem. Solana's DEX volumes surpassed its rivals in January, signaling a potential market shift. A",https://www.msn.com/en-us/money/economy/franklin-templeton-solana-s-defi-boom-is-the-biggest-threat-to-ethereum-s-reign-yet/ar-AA1AmgxR,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1Amegv.img?w=1920&h=1081&m=4&q=100,CCN,ETH
2025-03-06 11:08:52+00:00,Ethereum most 'undervalued' in 17-months — Can ETH return to $4K?,"Ethereum's last undervalued signal in October 2023 preceded a 160% rally, fueling speculation of another bullish reversal in 2025.",https://www.msn.com/en-us/money/economy/ethereum-most-undervalued-in-17-months-can-eth-return-to-4k/ar-AA1AoSt8,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01956ad3-8d0d-7e43-a659-34140269db94",Cointelegraph.com,ETH
2025-03-06 11:30:00+00:00,Ethereum Sees $20 Million Spot Inflows After 10-Day Outflow Streak - What Next for ETH?,"Ethereum inflows hit $20M after 10-day drought, signaling renewed investor confidence ahead of the White House Crypto Summit.",https://beincrypto.com/ethereum-inflows-eth-price/,,BeInCrypto,ETH
2025-03-06 14:19:00+00:00,Ethereum Dropped More Than 30% in February. Is It Worth Buying the Dip?,"Ethereum (CRYPTO: ETH), the world's second-largest cryptocurrency, is now down significantly for the year after an absolutely disastrous February when it lost 32% of its value. Wasn't 2025 supposed to be a banner year for all cryptocurrencies,",https://www.msn.com/en-us/money/savingandinvesting/ethereum-dropped-more-than-30-in-february-is-it-worth-buying-the-dip/ar-AA1Anx5K,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AnBN4.img?w=700&h=466&m=4&q=81,The Motley Fool,ETH
2025-03-06 16:55:00+00:00,Ethereum Developers Postpone Pectra Upgrade Following Buggy Tests,"After two buggy tests, Ethereum's developers have decided to spend a bit more time collecting data on the highly-anticipated Pectra upgrade.",https://www.coindesk.com/tech/2025/03/06/ethereum-developers-extend-pectra-test-window-following,https://cdn.sanity.io/images/s3y3vcno/production/bf3bb2a695e2f328f36be1ff918cbf9eb4231f1d-3000x2000.jpg?auto=format,CoinDesk,ETH
2025-03-06 17:06:00+00:00,Crypto VC deals top $1.1B in February as DeFi interest surges — The TIE,"The TIE's data included crypto investment funds by looking at US Securities and Exchange Commission Form D and Form D/A filings. Strix Leviathan had the largest raise at $79.95 million, followed by Cambrian Asset Management at $20.43 million and Galaxy Digital at $18.43 million.",https://www.msn.com/en-us/money/markets/crypto-vc-deals-top-11b-in-february-as-defi-interest-surges-the-tie/ar-AA1AoPDz,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01956c25-eb6a-7ec0-99fb-4f0879268caf",Cointelegraph.com,
2025-03-06 17:50:00+00:00,Solana DEX volumes still rival Ethereum's despite memecoin meltdown: VanEck,"Despite declining memecoin trading volumes, Solana's DEX volumes still rival those of the entire Ethereum (ETH) ecosystem.",https://www.msn.com/en-us/money/markets/solana-dex-volumes-still-rival-ethereum-s-despite-memecoin-meltdown-vaneck/ar-AA1Ap8Dp,,Cointelegraph.com,ETH
2025-03-06 18:14:23+00:00,Luno calls for new regulations to spur South Africa's cryptocurrency growth,"Leading cryptocurrency exchange Luno appeals to South African Treasury for crucial regulatory reforms, warning that the country risks falling behind in the digital asset revolution. The proposed chang",https://www.msn.com/en-za/money/general/luno-calls-for-new-regulations-to-spur-south-africa-s-cryptocurrency-growth/ar-AA1AAVzo,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1vgI7t.img?w=800&h=450&m=4&q=89,IOL,
2025-03-06 18:19:00+00:00,Trump attempts to bail out his wealthy cryptocurrency backers with 'U.S. crypto reserve',The 5 cryptocurrencies that he wants the U.S. government to buy would just happen to benefit his 'crypto czar.',https://www.msn.com/en-us/politics/government/trump-attempts-to-bail-out-his-wealthy-cryptocurrency-backers-with-u-s-crypto-reserve/ar-AA1AaW2V,https://helios-i.mashable.com/imagery/articles/00r4geKauKwZYTUNZT3I4Sw/hero-image.fill.size_1200x675.v1741039304.jpg,Mashable,
2025-03-06 19:28:00+00:00,Arrington Capital-Backed RedStone Launches RED Token on Ethereum,"RedStone, a blockchain oracle provider backed by Arrington Capital, announced on Thursday the launch of its native token, $RED, on the Ethereum network.",https://cryptonews.com/news/arrington-capital-backed-redstone-launches-red-token-on-ethereum/,https://cimg.co/wp-content/uploads/2025/03/06192443/1741289083-0_3-1_optimized-2.jpg,Crypto News,ETH
2025-03-06 20:14:00+00:00,Ethereum's Pectra Upgrade Delayed Following Testing Hitches,"The next major Ethereum network upgrade will have to wait, with developers conceding that more testing is needed following deployment issues.",https://decrypt.co/308994/ethereums-pectra-upgrade-delayed,https://cdn.decrypt.co/resize/1024/height/512/wp-content/uploads/2022/09/ethereum-merge-crypto-gID_7.jpeg,Decrypt,ETH
2025-03-06 20:59:01+00:00,US crypto reserve could boost Bitcoin market cap by $460B — Research,"Bitcoin's market capitalization could jump by roughly 25%, or approximately $460 billion, if the US actually creates a strategic crypto reserve.",https://www.msn.com/en-us/money/markets/us-crypto-reserve-could-boost-bitcoin-market-cap-by-460b-research/ar-AA1ApEaj,,Cointelegraph.com,
2025-03-06 21:50:00+00:00,Feds seize $8.2 million in cryptocurrency as Cleveland-based investigation into online cons expands,"FBI agents in Cleveland tracked down $652,000 in cryptocurrency stolen from a Mentor woman as part of an investigation into money laundering through the bitcoin giant Tether.",https://www.msn.com/en-us/money/markets/feds-seize-82-million-in-cryptocurrency-as-cleveland-based-investigation-into-online-cons-expands/ar-AA1Apm8c,https://www.cleveland.com/resizer/v2/MIKMZL463RCOZDMS5ZSZHATEPU.JPG?auth=5be650ecc5db75fe4e282acd4c25595ae6a70321fbcd0d3f49fbc2dcd7679cb3&width=1280&quality=90,The Plain Dealer  Cleveland,
2025-03-06 22:25:00+00:00,What to know about Trump's cryptocurrency plans and a potential conflict of interest,"President Trump is holding the first crypto summit at the White House Friday, featuring investors, CEOs and founders of crypto companies. Many in that world also hope Trump spells out a clearer path involving little regulation in the future,",https://www.pbs.org/newshour/show/what-to-know-about-trumps-cryptocurrency-plans-and-a-potential-conflict-of-interest,https://d3i6fh83elv35t.cloudfront.net/static/2025/03/contextcrypto-1024x683.jpg,Public Broadcasting Service (PBS),
2025-03-06 23:01:00+00:00,Ethereum (ETH)-Based Liquid Restaking Altcoin Leaps Upon Announcement of Coinbase Support,An Ethereum (ETH)-based liquid staking token is soaring in price after the top US-based crypto exchange platform Coinbase announced support for the altcoin.,https://dailyhodl.com/2025/03/06/ethereum-eth-based-liquid-restaking-altcoin-leaps-upon-announcement-of-coinbase-support/,https://dailyhodl.com/wp-content/uploads/2022/09/coinbase-proprietary-trading-wall.jpg,The Daily Hodl,ETH
2025-03-06 23:59:00+00:00,Why is Bitcoin price down today?,"Bitcoin's (BTC) price has dropped by over 5% over the last 24 hours to $88,100 after President Donald Trump's US Strategic Bitcoin Reserve failed to meet expectations. Bitcoin's drawdown ...",https://cointelegraph.com/news/why-is-bitcoin-price-down-today,,CoinTelegraph,BTC
2025-03-07 01:23:45+00:00,Ethereum vs. Bitcoin: Which Crypto Is the Better Buy?,Ethereum and bitcoin are two of the most popular cryptocurrencies on the market today. Learn about their pros and cons to choose the right investment for you.,https://www.msn.com/en-au/money/savingandinvesting/ethereum-vs-bitcoin-which-crypto-is-the-better-buy/ar-AA1ApM0Q,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ApM0z.img?w=1920&h=1080&m=4&q=98,GOBankingRates,ETH
2025-03-07 01:24:45+00:00,Bitcoin plunges 6% as Trump's crypto reserve falls short of hopes,Bitcoin and altcoins fell as US President Donald Trump signed an executive order establishing a strategic Bitcoin reserve and digital asset stockpile.,https://www.msn.com/en-us/money/general/bitcoin-plunges-6-as-trump-s-crypto-reserve-falls-short-of-hopes/ar-AA1Aq5TG,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-01/0194a867-d499-795e-bed0-b5447a7ef324",Cointelegraph.com,BTC
2025-03-07 01:57:00+00:00,Trump Signs Executive Order Officially Establishing Crypto Reserve,"The U.S.'s stockpile will favor bitcoin and won't include purchases that cost taxpayers money, the Trump administration says.",https://www.msn.com/en-us/money/markets/trump-signs-executive-order-officially-establishing-crypto-reserve/ar-AA1ApMAK,https://images.wsj.net/im-07694754/social,The Wall Street Journal,
2025-03-07 01:59:00+00:00,What Is Ethereum 2.0? What You Should Know,"Ethereum 2.0 is the next level of blockchain technology and cryptography. The upgrades are meant to make Ethereum more secure, scalable and sustainable.",https://www.msn.com/en-us/money/technology/what-is-ethereum-2-0-what-you-should-know/ar-AA1ApEda,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAQMtYn.img?w=1920&h=1080&m=4&q=97,GOBankingRates,ETH
2025-03-07 03:15:00+00:00,State House passes bill to limit risk of cryptocurrency scams,"It's the second highest amount of any scam type that is lost, it's about $5,000 lost per scam involving investment of crypto.""",https://www.msn.com/en-us/money/other/state-house-passes-bill-to-limit-risk-of-cryptocurrency-scams/ar-AA1Aqam6,https://www.khon2.com/wp-content/uploads/sites/8/2022/03/5-al-CRYPTO-SCAMS-ST-PKG.transfer_frame_3638.jpg?w=1280,KHON2,
2025-03-07 03:20:57+00:00,Trump creates a Strategic Bitcoin Reserve one day ahead of White House crypto summit,"President Donald Trump established a Strategic Bitcoin Reserve and a stockpile of other digital assets through an executive order on Thursday, shortly before hosting a crypto summit at the White House.",https://www.msn.com/en-us/money/economy/trump-creates-a-strategic-bitcoin-reserve-one-day-ahead-of-white-house-crypto-summit/ar-AA1ApIEH,,CNN,
2025-03-07 04:09:46+00:00,4 reasons why Trump's Bitcoin reserve is actually bullish: Crypto execs,"The chief investment officer at Bitwise said Trump's SBR has ""dramatically reduced"" the likelihood the US government will someday ban Bitcoin.",https://www.msn.com/en-us/money/markets/4-reasons-why-trump-s-bitcoin-reserve-is-actually-bullish-crypto-execs/ar-AA1AqoaB,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-02/0194db77-624f-74e3-b04e-7a3765d97396",Cointelegraph.com,BTC
2025-03-07 05:27:00+00:00,"How much Bitcoin does the US hold, and where did it come from?",Donald Trump's Strategic Bitcoin Reserve will initially tap into some of the $17.7 billion worth of Bitcoin under the control of the US government — here's how it came to own so much.,https://cointelegraph.com/news/how-much-bitcoin-does-us-have-where-did-it-come-from,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01956e14-70b7-729c-9423-ad916b57aaa6",Cointelegraph,BTC
2025-03-07 06:10:34+00:00,Bitcoin has 'more than 50% chance' of new high by June: Cory Klippsten,"Swan Bitcoin CEO Cory Klippsten says Bitcoin has favorable odds of breaching its $109,000 peak by June, but the market first must digest several macroeconomic factors and ""growth scare fears.""",https://www.msn.com/en-us/money/markets/bitcoin-has-more-than-50-chance-of-new-high-by-june-cory-klippsten/ar-AA1AqDGb,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01956dd4-9e11-7415-be0f-5a397c5eb7c5",Cointelegraph.com,BTC
2025-03-07 06:12:00+00:00,Over $3 Billion in Bitcoin and Ethereum Options Expire Ahead of Trump's White House Crypto Summit,"Over $3 billion in Bitcoin and Ethereum options expire, fueling volatility as traders eye key resistance levels amid market uncertainty.",https://beincrypto.com/bitcoin-ethereum-options-expiry-march-2025/,,BeInCrypto,ETH
2025-03-07 09:51:00+00:00,This Malicious PyPI Package Stole Ethereum Private Keys via Polygon RPC Transactions,"Malicious PyPI package set-utils steals Ethereum private keys, exfiltrating them via Polygon RPC to evade detection.",https://thehackernews.com/2025/03/this-malicious-pypi-package-stole.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgY77x-OuhLIlxSUxscvgJhS4GvrJ1-cF8bxpqXLFX_TunxoJFH6XyqsDRSQeGlJW6_kgk_SMoMYS9imV0Ka3aB8iza6XlOeJYs734zmlqFKNAWbdzJdqE9jYfwQP8YXvBQiy5D24Edui52-9EPnlQzxeYPDEHs6rEy4WG4x97BbVsZJA6h9UO43r2zJ2mA/s728-rw-e365/PyPI-code.png,The Hacker News,ETH
2025-03-07 10:30:00+00:00,Cryptocurrency: 2 Altcoins That Could Explode 4300% Between Now and December 2025,Market speculation remains high about Ripple (XRP) and Mutuum Finance (MUTM) since analysts predict these altcoins will produce significant returns by December 2025. XRP depends on historical patterns and technical signals while Mutuum Finance achieves momentum through its advanced DeFi loan framework which brought notable success from its presale event.,https://www.msn.com/en-us/money/markets/cryptocurrency-2-altcoins-that-could-explode-4300-between-now-and-december-2025/ar-AA1ArwVH,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1Argx0.img?w=1456&h=816&m=4&q=89,Cryptopolitan,
2025-03-07 10:48:00+00:00,Trump says bitcoin reserve will change everything. Crypto fans aren't so sure.,"Trump's order requires all federal agencies currently holding bitcoins seized as part of a criminal or civil asset forfeiture proceeding to transfer those bitcoins to the Treasury Department, which itself already has a store of bitcoins. Additionally, any other digital assets forfeited will be collected in a separate Digital Assets Stockpile.",https://arstechnica.com/tech-policy/2025/03/crypto-fans-underwhelmed-by-symbolic-trump-order-creating-us-bitcoin-reserve/,https://cdn.arstechnica.net/wp-content/uploads/2025/03/GettyImages-1195940447-640x338.jpg,Ars Technica,BTC
2025-03-07 11:32:00+00:00,Trump's Bitcoin reserve order reshapes institutional crypto investment,"Trump's executive order for a US Bitcoin reserve signals growing institutional interest, reduced sell pressure and strengthens Bitcoin's legitimacy.",https://cointelegraph.com/news/trump-bitcoin-reserve-global-crypto-adoption-investment,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01957030-232f-7712-877c-a24bdfb32d7d",Cointelegraph,BTC
